customer_id,customer_name,registration_date,preferred_zone,customer_segment
CUST00401,Customer_401,2024-09-04,JBR (Dubai),New
CUST00402,Customer_402,2024-10-19,JLT (Dubai),Regular
CUST00403,Customer_403,2024-12-24,Business Bay (Dubai),New
CUST00404,Customer_404,2024-12-03,Corniche (Abu Dhabi),New
CUST00405,Customer_405,2024-10-16,Al Nuaimiya (Ajman),Regular
CUST00406,Customer_406,2024-01-26,Al Rashidiya (Ajman),Regular
CUST00407,Customer_407,2024-09-11,Al Nuaimiya (Ajman),VIP
CUST00408,Customer_408,2024-05-26,Al Majaz (Sharjah),Premium
CUST00409,Customer_409,2024-11-06,Al Majaz (Sharjah),Regular
CUST00410,Customer_410,2024-11-21,Deira (Dubai),Regular
CUST00411,Customer_411,2024-12-13,Al Majaz (Sharjah),Premium
CUST00412,Customer_412,2024-12-03,Al Nahda (Sharjah),Premium
CUST00413,Customer_413,2024-11-17,JBR (Dubai),VIP
CUST00414,Customer_414,2024-11-26,Marina (Dubai),Regular
CUST00415,Customer_415,2024-08-13,Marina (Dubai),Regular
CUST00416,Customer_416,2024-03-08,JBR (Dubai),VIP
CUST00417,Customer_417,2024-06-16,Al Qasimia (Sharjah),Regular
CUST00418,Customer_418,2024-04-12,Downtown (Dubai),Premium
CUST00419,Customer_419,2024-07-06,Yas Island (Abu Dhabi),Regular
CUST00420,Customer_420,2024-05-19,Al Nuaimiya (Ajman),New
CUST00421,Customer_421,2024-09-03,Al Majaz (Sharjah),New
CUST00422,Customer_422,2024-06-22,Al Majaz (Sharjah),New
CUST00423,Customer_423,2024-02-08,Downtown (Dubai),Premium
CUST00424,Customer_424,2024-04-25,Al Nuaimiya (Ajman),Regular
CUST00425,Customer_425,2024-12-11,Corniche (Abu Dhabi),VIP
CUST00426,Customer_426,2024-10-12,JLT (Dubai),New
CUST00427,Customer_427,2024-07-21,Marina (Dubai),New
CUST00428,Customer_428,2024-03-04,Khalidiya (Abu Dhabi),Regular
CUST00429,Customer_429,2024-12-10,Business Bay (Dubai),Regular
CUST00430,Customer_430,2024-11-22,JLT (Dubai),New
CUST00431,Customer_431,2024-04-29,Khalidiya (Abu Dhabi),New
CUST00432,Customer_432,2024-10-14,JLT (Dubai),VIP
CUST00433,Customer_433,2024-04-23,Al Nahda (Sharjah),New
CUST00434,Customer_434,2024-08-25,Al Rashidiya (Ajman),Premium
CUST00435,Customer_435,2024-11-28,Corniche (Abu Dhabi),New
CUST00436,Customer_436,2024-01-24,Marina (Dubai),Regular
CUST00437,Customer_437,2024-09-09,JBR (Dubai),New
CUST00438,Customer_438,2024-10-02,Downtown (Dubai),Regular
CUST00439,Customer_439,2024-07-08,Al Nahda (Sharjah),VIP
CUST00440,Customer_440,2024-12-22,Yas Island (Abu Dhabi),Regular
CUST00441,Customer_441,2024-03-20,Al Rashidiya (Ajman),Regular
CUST00442,Customer_442,2024-02-20,Al Nuaimiya (Ajman),Regular
CUST00443,Customer_443,2024-07-27,Business Bay (Dubai),New
CUST00444,Customer_444,2024-07-08,Deira (Dubai),Regular
CUST00445,Customer_445,2024-04-30,Al Nuaimiya (Ajman),Regular
CUST00446,Customer_446,2024-12-17,JLT (Dubai),Regular
CUST00447,Customer_447,2024-11-26,JLT (Dubai),New
CUST00448,Customer_448,2024-05-21,Deira (Dubai),VIP
CUST00449,Customer_449,2024-08-20,JBR (Dubai),Regular
CUST00450,Customer_450,2024-11-24,Al Nahda (Sharjah),Regular
CUST00451,Customer_451,2024-01-11,Marina (Dubai),Premium
CUST00452,Customer_452,2024-05-04,Downtown (Dubai),Premium
CUST00453,Customer_453,2024-04-15,JBR (Dubai),Premium
CUST00454,Customer_454,2024-10-10,Deira (Dubai),Regular
CUST00455,Customer_455,2024-04-29,JLT (Dubai),Premium
CUST00456,Customer_456,2024-11-01,Marina (Dubai),New
CUST00457,Customer_457,2024-03-15,Downtown (Dubai),Regular
CUST00458,Customer_458,2024-03-30,JBR (Dubai),Regular
CUST00459,Customer_459,2024-01-14,Downtown (Dubai),New
CUST00460,Customer_460,2024-05-01,Al Reem (Abu Dhabi),Regular
CUST00461,Customer_461,2024-03-30,Business Bay (Dubai),New
CUST00462,Customer_462,2024-08-03,Yas Island (Abu Dhabi),New
CUST00463,Customer_463,2024-02-02,Khalidiya (Abu Dhabi),Regular
CUST00464,Customer_464,2024-07-04,Yas Island (Abu Dhabi),Regular
CUST00465,Customer_465,2024-08-19,Yas Island (Abu Dhabi),New
CUST00466,Customer_466,2024-11-10,Marina (Dubai),Premium
CUST00467,Customer_467,2024-12-03,Yas Island (Abu Dhabi),Regular
CUST00468,Customer_468,2024-11-25,Marina (Dubai),New
CUST00469,Customer_469,2024-09-02,Al Nuaimiya (Ajman),Regular
CUST00470,Customer_470,2024-12-17,JBR (Dubai),Regular
CUST00471,Customer_471,2024-08-15,JBR (Dubai),Premium
CUST00472,Customer_472,2024-06-13,Al Reem (Abu Dhabi),New
CUST00473,Customer_473,2024-03-05,Business Bay (Dubai),Regular
CUST00474,Customer_474,2024-10-26,Yas Island (Abu Dhabi),Premium
CUST00475,Customer_475,2024-07-14,Al Reem (Abu Dhabi),Regular
CUST00476,Customer_476,2024-08-20,Yas Island (Abu Dhabi),Regular
CUST00477,Customer_477,2024-02-20,Al Majaz (Sharjah),Premium
CUST00478,Customer_478,2024-12-01,Al Nahda (Sharjah),Premium
CUST00479,Customer_479,2024-10-09,Al Qasimia (Sharjah),Premium
CUST00480,Customer_480,2024-08-08,Khalidiya (Abu Dhabi),Premium
CUST00481,Customer_481,2024-07-30,JLT (Dubai),Premium
CUST00482,Customer_482,2024-07-23,Corniche (Abu Dhabi),Premium
CUST00483,Customer_483,2024-06-09,Corniche (Abu Dhabi),Regular
CUST00484,Customer_484,2024-05-10,JLT (Dubai),VIP
CUST00485,Customer_485,2024-12-17,Al Rashidiya (Ajman),Regular
CUST00486,Customer_486,2024-02-16,Al Nuaimiya (Ajman),New
CUST00487,Customer_487,2024-08-09,JBR (Dubai),Premium
CUST00488,Customer_488,2024-07-09,Al Majaz (Sharjah),New
CUST00489,Customer_489,2024-01-31,Al Reem (Abu Dhabi),VIP
CUST00490,Customer_490,2024-10-14,JLT (Dubai),Regular
CUST00491,Customer_491,2024-07-29,JLT (Dubai),Premium
CUST00492,Customer_492,2024-08-04,Al Nuaimiya (Ajman),VIP
CUST00493,Customer_493,2024-01-27,Business Bay (Dubai),Regular
CUST00494,Customer_494,2024-06-29,JBR (Dubai),Regular
CUST00495,Customer_495,2024-04-18,Downtown (Dubai),Regular
CUST00496,Customer_496,2024-04-24,Al Nuaimiya (Ajman),New
CUST00497,Customer_497,2024-10-11,JLT (Dubai),New
CUST00498,Customer_498,2024-05-22,Al Reem (Abu Dhabi),New
CUST00499,Customer_499,2024-08-07,Al Nuaimiya (Ajman),Regular
CUST00500,Customer_500,2024-11-14,Al Reem (Abu Dhabi),Regular
CUST00501,Customer_501,2024-10-12,Marina (Dubai),Regular
CUST00502,Customer_502,2024-12-02,Al Nuaimiya (Ajman),Regular
CUST00503,Customer_503,2024-01-15,Downtown (Dubai),New
CUST00504,Customer_504,2024-06-07,Al Rashidiya (Ajman),Regular
CUST00505,Customer_505,2024-01-04,Downtown (Dubai),Premium
CUST00506,Customer_506,2024-10-16,Al Nahda (Sharjah),Regular
CUST00507,Customer_507,2024-03-13,Al Qasimia (Sharjah),Regular
CUST00508,Customer_508,2024-01-16,JBR (Dubai),Premium
CUST00509,Customer_509,2024-04-20,Corniche (Abu Dhabi),Regular
CUST00510,Customer_510,2024-06-23,Downtown (Dubai),Regular
CUST00511,Customer_511,2024-06-15,Al Majaz (Sharjah),VIP
CUST00512,Customer_512,2024-11-01,JBR (Dubai),Premium
CUST00513,Customer_513,2024-03-20,Downtown (Dubai),Premium
CUST00514,Customer_514,2024-01-26,Al Nahda (Sharjah),New
CUST00515,Customer_515,2024-08-14,Al Nahda (Sharjah),Regular
CUST00516,Customer_516,2024-11-06,Khalidiya (Abu Dhabi),Regular
CUST00517,Customer_517,2024-04-20,Al Majaz (Sharjah),Regular
CUST00518,Customer_518,2024-06-25,Corniche (Abu Dhabi),New
CUST00519,Customer_519,2024-12-13,Al Nahda (Sharjah),Regular
CUST00520,Customer_520,2024-09-26,Al Nahda (Sharjah),Regular
CUST00521,Customer_521,2024-04-22,Corniche (Abu Dhabi),VIP
CUST00522,Customer_522,2024-01-29,Marina (Dubai),New
CUST00523,Customer_523,2024-04-18,Al Majaz (Sharjah),New
CUST00524,Customer_524,2024-05-10,Business Bay (Dubai),Regular
CUST00525,Customer_525,2024-01-04,Khalidiya (Abu Dhabi),Premium
CUST00526,Customer_526,2024-03-30,Downtown (Dubai),Regular
CUST00527,Customer_527,2024-12-26,Deira (Dubai),Regular
CUST00528,Customer_528,2024-12-08,Al Majaz (Sharjah),Regular
CUST00529,Customer_529,2024-07-22,Al Nuaimiya (Ajman),Premium
CUST00530,Customer_530,2024-08-11,Marina (Dubai),Regular
CUST00531,Customer_531,2024-02-09,Al Nuaimiya (Ajman),Regular
CUST00532,Customer_532,2024-08-07,Al Reem (Abu Dhabi),Regular
CUST00533,Customer_533,2024-11-23,Corniche (Abu Dhabi),New
CUST00534,Customer_534,2024-07-26,Marina (Dubai),VIP
CUST00535,Customer_535,2024-03-28,Al Majaz (Sharjah),VIP
CUST00536,Customer_536,2024-08-23,Al Nuaimiya (Ajman),Regular
CUST00537,Customer_537,2024-07-04,JBR (Dubai),Regular
CUST00538,Customer_538,2024-02-24,Deira (Dubai),Regular
CUST00539,Customer_539,2024-07-24,Yas Island (Abu Dhabi),New
CUST00540,Customer_540,2024-06-07,Al Qasimia (Sharjah),Regular
CUST00541,Customer_541,2024-06-19,Al Majaz (Sharjah),New
CUST00542,Customer_542,2024-09-18,Al Nahda (Sharjah),New
CUST00543,Customer_543,2024-09-18,Deira (Dubai),VIP
CUST00544,Customer_544,2024-06-27,JLT (Dubai),Premium
CUST00545,Customer_545,2024-11-26,Al Nuaimiya (Ajman),New
CUST00546,Customer_546,2024-02-22,Downtown (Dubai),New
CUST00547,Customer_547,2024-03-29,Al Reem (Abu Dhabi),New
CUST00548,Customer_548,2024-12-01,JBR (Dubai),New
CUST00549,Customer_549,2024-11-17,Khalidiya (Abu Dhabi),Regular
CUST00550,Customer_550,2024-10-15,Al Majaz (Sharjah),Regular
CUST00551,Customer_551,2024-12-14,Al Rashidiya (Ajman),Premium
CUST00552,Customer_552,2024-11-25,Al Nahda (Sharjah),VIP
CUST00553,Customer_553,2024-06-14,Al Nuaimiya (Ajman),VIP
CUST00554,Customer_554,2024-06-10,Downtown (Dubai),Regular
CUST00555,Customer_555,2024-08-28,Khalidiya (Abu Dhabi),Regular
CUST00556,Customer_556,2024-05-20,Al Reem (Abu Dhabi),New
CUST00557,Customer_557,2024-09-16,JBR (Dubai),Regular
CUST00558,Customer_558,2024-08-19,Marina (Dubai),New
CUST00559,Customer_559,2024-05-26,JBR (Dubai),Regular
CUST00560,Customer_560,2024-02-16,Al Reem (Abu Dhabi),Regular
CUST00561,Customer_561,2024-07-15,Khalidiya (Abu Dhabi),Regular
CUST00562,Customer_562,2024-01-22,Khalidiya (Abu Dhabi),VIP
CUST00563,Customer_563,2024-10-19,Al Nahda (Sharjah),New
CUST00564,Customer_564,2024-11-05,Khalidiya (Abu Dhabi),Regular
CUST00565,Customer_565,2024-02-01,Khalidiya (Abu Dhabi),New
CUST00566,Customer_566,2024-06-24,Al Qasimia (Sharjah),New
CUST00567,Customer_567,2024-11-26,Downtown (Dubai),New
CUST00568,Customer_568,2024-12-28,Khalidiya (Abu Dhabi),VIP
CUST00569,Customer_569,2024-09-25,Yas Island (Abu Dhabi),Regular
CUST00570,Customer_570,2024-07-05,JLT (Dubai),VIP
CUST00571,Customer_571,2024-07-17,Corniche (Abu Dhabi),Premium
CUST00572,Customer_572,2024-12-13,Al Reem (Abu Dhabi),New
CUST00573,Customer_573,2024-11-19,Al Nahda (Sharjah),Regular
CUST00574,Customer_574,2024-06-17,JBR (Dubai),Regular
CUST00575,Customer_575,2024-07-16,Business Bay (Dubai),New
CUST00576,Customer_576,2024-12-02,Al Rashidiya (Ajman),Regular
CUST00577,Customer_577,2024-03-17,JLT (Dubai),New
CUST00578,Customer_578,2024-12-05,Downtown (Dubai),VIP
CUST00579,Customer_579,2024-06-07,Al Nahda (Sharjah),Regular
CUST00580,Customer_580,2024-07-19,Downtown (Dubai),Regular
CUST00581,Customer_581,2024-02-13,Business Bay (Dubai),Regular
CUST00582,Customer_582,2024-11-25,Al Majaz (Sharjah),Regular
CUST00583,Customer_583,2024-03-06,Al Nahda (Sharjah),Premium
CUST00584,Customer_584,2024-12-16,Al Rashidiya (Ajman),Regular
CUST00585,Customer_585,2024-11-26,Al Nahda (Sharjah),Regular
CUST00586,Customer_586,2024-07-04,Marina (Dubai),Regular
CUST00587,Customer_587,2024-04-02,Deira (Dubai),Regular
CUST00588,Customer_588,2024-09-05,Deira (Dubai),New
CUST00589,Customer_589,2024-03-11,Downtown (Dubai),New
CUST00590,Customer_590,2024-02-21,Yas Island (Abu Dhabi),Premium
CUST00591,Customer_591,2024-09-26,Marina (Dubai),Regular
CUST00592,Customer_592,2024-11-12,Downtown (Dubai),Regular
CUST00593,Customer_593,2024-03-19,Downtown (Dubai),New
CUST00594,Customer_594,2024-12-20,Al Majaz (Sharjah),Regular
CUST00595,Customer_595,2024-03-25,Al Qasimia (Sharjah),Regular
CUST00596,Customer_596,2024-07-29,JLT (Dubai),Regular
CUST00597,Customer_597,2024-05-01,Khalidiya (Abu Dhabi),Regular
CUST00598,Customer_598,2024-08-17,Deira (Dubai),Regular
CUST00599,Customer_599,2024-06-07,Al Majaz (Sharjah),Premium
CUST00600,Customer_600,2024-04-09,JLT (Dubai),Regular
CUST00601,Customer_601,2024-10-19,Khalidiya (Abu Dhabi),Regular
CUST00602,Customer_602,2024-05-24,Al Majaz (Sharjah),Regular
CUST00603,Customer_603,2024-09-27,Corniche (Abu Dhabi),VIP
CUST00604,Customer_604,2024-04-12,Al Majaz (Sharjah),Regular
CUST00605,Customer_605,2024-05-08,Marina (Dubai),Regular
CUST00606,Customer_606,2024-07-09,Yas Island (Abu Dhabi),VIP
CUST00607,Customer_607,2024-12-30,Al Nuaimiya (Ajman),Regular
CUST00608,Customer_608,2024-03-04,Business Bay (Dubai),New
CUST00609,Customer_609,2024-03-23,Business Bay (Dubai),Regular
CUST00610,Customer_610,2024-09-19,Downtown (Dubai),Premium
CUST00611,Customer_611,2024-02-16,Al Rashidiya (Ajman),New
CUST00612,Customer_612,2024-08-18,Al Rashidiya (Ajman),Regular
CUST00613,Customer_613,2024-01-14,Corniche (Abu Dhabi),New
CUST00614,Customer_614,2024-09-14,JLT (Dubai),New
CUST00615,Customer_615,2024-02-11,JLT (Dubai),New
CUST00616,Customer_616,2024-06-12,Al Rashidiya (Ajman),New
CUST00617,Customer_617,2024-12-31,Al Nahda (Sharjah),Regular
CUST00618,Customer_618,2024-03-15,Downtown (Dubai),New
CUST00619,Customer_619,2024-08-29,Al Qasimia (Sharjah),Premium
CUST00620,Customer_620,2024-12-27,Khalidiya (Abu Dhabi),Regular
CUST00621,Customer_621,2024-01-03,Al Rashidiya (Ajman),New
CUST00622,Customer_622,2024-05-11,Deira (Dubai),Premium
CUST00623,Customer_623,2024-10-07,Al Qasimia (Sharjah),Regular
CUST00624,Customer_624,2024-08-04,JBR (Dubai),Premium
CUST00625,Customer_625,2024-05-01,Business Bay (Dubai),New
CUST00626,Customer_626,2024-05-02,Corniche (Abu Dhabi),Regular
CUST00627,Customer_627,2024-11-14,Khalidiya (Abu Dhabi),New
CUST00628,Customer_628,2024-09-12,Al Reem (Abu Dhabi),Regular
CUST00629,Customer_629,2024-11-19,Yas Island (Abu Dhabi),Regular
CUST00630,Customer_630,2024-03-14,Business Bay (Dubai),Regular
CUST00631,Customer_631,2024-11-10,JLT (Dubai),New
CUST00632,Customer_632,2024-08-01,Downtown (Dubai),Regular
CUST00633,Customer_633,2024-02-13,Yas Island (Abu Dhabi),VIP
CUST00634,Customer_634,2024-02-04,Yas Island (Abu Dhabi),Regular
CUST00635,Customer_635,2024-09-16,Yas Island (Abu Dhabi),New
CUST00636,Customer_636,2024-08-28,Marina (Dubai),Regular
CUST00637,Customer_637,2024-07-10,Business Bay (Dubai),Premium
CUST00638,Customer_638,2024-07-01,Al Majaz (Sharjah),New
CUST00639,Customer_639,2024-05-03,Al Qasimia (Sharjah),Regular
CUST00640,Customer_640,2024-02-23,Al Majaz (Sharjah),Regular
CUST00641,Customer_641,2024-06-19,Downtown (Dubai),New
CUST00642,Customer_642,2024-10-06,JLT (Dubai),Premium
CUST00643,Customer_643,2024-03-30,Al Nuaimiya (Ajman),Premium
CUST00644,Customer_644,2024-08-25,Al Qasimia (Sharjah),Regular
CUST00645,Customer_645,2024-04-03,Al Majaz (Sharjah),New
CUST00646,Customer_646,2024-08-22,Marina (Dubai),New
CUST00647,Customer_647,2024-01-23,Al Majaz (Sharjah),New
CUST00648,Customer_648,2024-01-22,JLT (Dubai),VIP
CUST00649,Customer_649,2024-09-20,Corniche (Abu Dhabi),VIP
CUST00650,Customer_650,2024-10-05,Khalidiya (Abu Dhabi),New
CUST00651,Customer_651,2024-11-27,Deira (Dubai),New
CUST00652,Customer_652,2024-01-25,Al Nuaimiya (Ajman),Regular
CUST00653,Customer_653,2024-05-19,JBR (Dubai),Premium
CUST00654,Customer_654,2024-08-11,Al Rashidiya (Ajman),Regular
CUST00655,Customer_655,2024-08-13,Al Rashidiya (Ajman),VIP
CUST00656,Customer_656,2024-06-22,Downtown (Dubai),Regular
CUST00657,Customer_657,2024-09-11,JLT (Dubai),VIP
CUST00658,Customer_658,2024-09-22,Business Bay (Dubai),Premium
CUST00659,Customer_659,2024-08-05,JBR (Dubai),Regular
CUST00660,Customer_660,2024-04-02,Yas Island (Abu Dhabi),New
CUST00661,Customer_661,2024-02-22,JBR (Dubai),Regular
CUST00662,Customer_662,2024-05-31,Business Bay (Dubai),Regular
CUST00663,Customer_663,2024-08-06,Downtown (Dubai),Regular
CUST00664,Customer_664,2024-06-28,Khalidiya (Abu Dhabi),New
CUST00665,Customer_665,2024-06-29,Al Reem (Abu Dhabi),VIP
CUST00666,Customer_666,2024-05-20,Al Nahda (Sharjah),VIP
CUST00667,Customer_667,2024-01-30,JBR (Dubai),Regular
CUST00668,Customer_668,2024-07-26,JLT (Dubai),Regular
CUST00669,Customer_669,2024-12-13,Downtown (Dubai),VIP
CUST00670,Customer_670,2024-03-14,Al Nuaimiya (Ajman),Regular
CUST00671,Customer_671,2024-08-12,Marina (Dubai),New
CUST00672,Customer_672,2024-04-30,Al Majaz (Sharjah),Regular
CUST00673,Customer_673,2024-07-04,Corniche (Abu Dhabi),VIP
CUST00674,Customer_674,2024-01-17,Al Reem (Abu Dhabi),New
CUST00675,Customer_675,2024-08-18,JLT (Dubai),Regular
CUST00676,Customer_676,2024-02-09,Al Reem (Abu Dhabi),New
CUST00677,Customer_677,2024-07-06,Corniche (Abu Dhabi),Regular
CUST00678,Customer_678,2024-05-22,Deira (Dubai),VIP
CUST00679,Customer_679,2024-01-14,Al Qasimia (Sharjah),New
CUST00680,Customer_680,2024-09-22,Corniche (Abu Dhabi),VIP
CUST00681,Customer_681,2024-03-01,Business Bay (Dubai),Premium
CUST00682,Customer_682,2024-12-26,Khalidiya (Abu Dhabi),New
CUST00683,Customer_683,2024-11-09,Business Bay (Dubai),Regular
CUST00684,Customer_684,2024-09-08,Deira (Dubai),New
CUST00685,Customer_685,2024-02-07,Khalidiya (Abu Dhabi),New
CUST00686,Customer_686,2024-12-31,Khalidiya (Abu Dhabi),VIP
CUST00687,Customer_687,2024-12-15,Al Nuaimiya (Ajman),VIP
CUST00688,Customer_688,2024-12-07,JLT (Dubai),Premium
CUST00689,Customer_689,2024-10-08,Yas Island (Abu Dhabi),New
CUST00690,Customer_690,2024-06-02,Al Nuaimiya (Ajman),New
CUST00691,Customer_691,2024-12-29,Al Rashidiya (Ajman),Premium
CUST00692,Customer_692,2024-03-30,Al Majaz (Sharjah),Regular
CUST00693,Customer_693,2024-04-24,JBR (Dubai),VIP
CUST00694,Customer_694,2024-03-12,Deira (Dubai),Premium
CUST00695,Customer_695,2024-01-14,JLT (Dubai),Regular
CUST00696,Customer_696,2024-07-07,Khalidiya (Abu Dhabi),Premium
CUST00697,Customer_697,2024-10-09,Downtown (Dubai),Regular
CUST00698,Customer_698,2024-02-14,JBR (Dubai),Regular
CUST00699,Customer_699,2024-09-02,Yas Island (Abu Dhabi),Regular
CUST00700,Customer_700,2024-07-28,Al Nuaimiya (Ajman),Regular
CUST00701,Customer_701,2024-03-05,JLT (Dubai),Regular
CUST00702,Customer_702,2024-08-18,Khalidiya (Abu Dhabi),Regular
CUST00703,Customer_703,2024-06-25,Downtown (Dubai),Premium
CUST00704,Customer_704,2024-10-09,Al Nahda (Sharjah),Regular
CUST00705,Customer_705,2024-03-07,Corniche (Abu Dhabi),Regular
CUST00706,Customer_706,2024-01-29,Al Nuaimiya (Ajman),New
CUST00707,Customer_707,2024-03-19,Business Bay (Dubai),New
CUST00708,Customer_708,2024-06-14,Al Rashidiya (Ajman),Premium
CUST00709,Customer_709,2024-06-26,Yas Island (Abu Dhabi),Premium
CUST00710,Customer_710,2024-02-10,Business Bay (Dubai),New
CUST00711,Customer_711,2024-10-09,Business Bay (Dubai),New
CUST00712,Customer_712,2024-06-04,Al Reem (Abu Dhabi),Regular
CUST00713,Customer_713,2024-09-14,Al Nahda (Sharjah),New
CUST00714,Customer_714,2024-10-24,Downtown (Dubai),New
CUST00715,Customer_715,2024-11-15,Al Qasimia (Sharjah),VIP
CUST00716,Customer_716,2024-06-21,Al Nuaimiya (Ajman),VIP
CUST00717,Customer_717,2024-01-22,Al Nuaimiya (Ajman),Premium
CUST00718,Customer_718,2024-02-11,Marina (Dubai),VIP
CUST00719,Customer_719,2024-10-22,Business Bay (Dubai),Regular
CUST00720,Customer_720,2024-10-19,Corniche (Abu Dhabi),Regular
CUST00721,Customer_721,2024-01-16,Khalidiya (Abu Dhabi),Premium
CUST00722,Customer_722,2024-10-06,Business Bay (Dubai),Regular
CUST00723,Customer_723,2024-06-03,Khalidiya (Abu Dhabi),New
CUST00724,Customer_724,2024-12-16,Corniche (Abu Dhabi),New
CUST00725,Customer_725,2024-02-07,Al Qasimia (Sharjah),New
CUST00726,Customer_726,2024-08-13,Corniche (Abu Dhabi),Regular
CUST00727,Customer_727,2024-04-14,JLT (Dubai),Regular
CUST00728,Customer_728,2024-06-09,Al Nuaimiya (Ajman),Premium
CUST00729,Customer_729,2024-06-25,Corniche (Abu Dhabi),New
CUST00730,Customer_730,2024-07-08,Yas Island (Abu Dhabi),Regular
CUST00731,Customer_731,2024-06-12,Deira (Dubai),Regular
CUST00732,Customer_732,2024-05-16,Khalidiya (Abu Dhabi),New
CUST00733,Customer_733,2024-02-19,Marina (Dubai),New
CUST00734,Customer_734,2024-07-15,Al Nuaimiya (Ajman),Regular
CUST00735,Customer_735,2024-05-07,Al Nuaimiya (Ajman),VIP
CUST00736,Customer_736,2024-06-16,Al Rashidiya (Ajman),Regular
CUST00737,Customer_737,2024-06-09,Deira (Dubai),Premium
CUST00738,Customer_738,2024-09-12,Yas Island (Abu Dhabi),Regular
CUST00739,Customer_739,2024-06-06,Khalidiya (Abu Dhabi),New
CUST00740,Customer_740,2024-07-20,Yas Island (Abu Dhabi),Regular
CUST00741,Customer_741,2024-05-03,Deira (Dubai),Regular
CUST00742,Customer_742,2024-01-25,Marina (Dubai),New
CUST00743,Customer_743,2024-11-01,Al Rashidiya (Ajman),Premium
CUST00744,Customer_744,2024-12-10,Khalidiya (Abu Dhabi),New
CUST00745,Customer_745,2024-01-05,Al Nuaimiya (Ajman),New
CUST00746,Customer_746,2024-03-09,Al Rashidiya (Ajman),New
CUST00747,Customer_747,2024-07-06,Al Majaz (Sharjah),Regular
CUST00748,Customer_748,2024-01-24,Corniche (Abu Dhabi),New
CUST00749,Customer_749,2024-10-14,Deira (Dubai),Regular
CUST00750,Customer_750,2024-05-27,JBR (Dubai),Regular
CUST00751,Customer_751,2024-08-18,Al Majaz (Sharjah),Regular
CUST00752,Customer_752,2024-11-15,Al Nahda (Sharjah),Regular
CUST00753,Customer_753,2024-03-06,JBR (Dubai),Regular
CUST00754,Customer_754,2024-06-22,Yas Island (Abu Dhabi),VIP
