order_id,customer_id,restaurant_id,rider_id,order_time,zone,order_value,promo_code,discount_amount,delivery_fee,status,cancellation_reason
ORD000193,CUST03804,REST0170,RIDER0426,2025-10-10 15:01:00,JLT (Dubai),44.18,,,11.14,Delivered,
ORD000194,CUST04647,REST0084,RIDER0707,2025-11-09 17:45:00,Al Majaz (Sharjah),111.7,SAVE20,22.34,10.95,Delivered,
ORD000195,CUST01028,REST0169,RIDER0023,2025-12-23 01:23:00,Al Reem (Abu Dhabi),110.86,SAVE20,22.17,8.04,Delivered,
ORD000196,CUST03972,REST0047,RIDER0247,2025-10-02 18:40:00,Deira (Dubai),95.17,SAVE20,19.03,8.58,Delivered,
ORD000197,CUST03671,REST0026,RIDER0258,2025-10-12 18:55:00,Al Nuaimiya (Ajman),89.95,,,12.49,Delivered,
ORD000198,CUST00325,REST0180,RIDER0378,2025-12-14 18:45:00,Al Rashidiya (Ajman),65.09,,,10.34,Delivered,
ORD000199,CUST01905,REST0150,RIDER0789,2025-10-02 16:13:00,JBR (Dubai),125.8,WEEKEND15,18.87,7.5,Delivered,
ORD000200,CUST01393,REST0133,RIDER0150,2025-12-21 18:52:00,Downtown (Dubai),57.89,SAVE20,11.58,10.64,Delivered,
ORD000201,CUST01495,REST0143,RIDER0196,2025-11-14 17:43:00,Corniche (Abu Dhabi),56.06,FLASH30,16.82,13.75,Delivered,
ORD000202,CUST04922,REST0164,RIDER0613,2025-11-21 08:42:00,JLT (Dubai),48.95,,,14.97,Cancelled,Payment Issue
ORD000203,CUST03189,REST0101,RIDER0576,2025-10-18 21:00:00,JLT (Dubai),81.51,SAVE20,16.3,5.91,In Progress,
ORD000204,CUST03562,REST0063,RIDER0596,2025-12-06 17:53:00,Al Nahda (Sharjah),90.79,FREESHIP,9.08,9.48,Delivered,
ORD000205,CUST04886,REST0093,RIDER0484,2025-10-24 18:32:00,Al Majaz (Sharjah),104.07,SAVE20,20.81,9.47,Delivered,
ORD000206,CUST01857,REST0177,RIDER0056,2025-11-11 12:10:00,Deira (Dubai),54.65,FREESHIP,5.46,14.44,Delivered,
ORD000207,CUST03993,REST0055,RIDER0491,2025-11-29 21:19:00,Al Majaz (Sharjah),106.84,SAVE20,21.37,14.2,Delivered,
ORD000208,CUST02140,REST0072,RIDER0641,2025-12-14 15:56:00,Deira (Dubai),34.65,LOYALTY25,8.66,9.49,Delivered,
ORD000209,CUST04344,REST0060,RIDER0310,2025-10-26 18:14:00,Al Rashidiya (Ajman),82.45,,,7.68,Delivered,
ORD000210,CUST00912,REST0185,RIDER0048,2025-10-18 22:27:00,Al Qasimia (Sharjah),34.24,FREESHIP,3.42,11.45,Delivered,
ORD000211,CUST04738,REST0029,RIDER0759,2025-10-20 21:20:00,JLT (Dubai),177.17,WEEKEND15,26.58,6.21,Cancelled,Payment Issue
ORD000212,CUST01090,REST0019,RIDER0696,2025-12-22 17:22:00,Al Nahda (Sharjah),53.19,WEEKEND15,7.98,7.03,Delivered,
ORD000213,CUST01613,REST0073,RIDER0403,2025-12-22 09:08:00,Marina (Dubai),91.54,SAVE20,18.31,13.22,Delivered,
ORD000214,CUST03755,REST0138,RIDER0296,2025-11-16 22:19:00,Yas Island (Abu Dhabi),54.94,,,13.38,Delivered,
ORD000215,CUST01936,REST0101,RIDER0766,2025-11-05 23:52:00,JLT (Dubai),79.58,LOYALTY25,19.9,14.05,Delivered,
ORD000216,CUST03000,REST0138,RIDER0623,2025-12-14 08:53:00,Yas Island (Abu Dhabi),39.13,NEW50,19.57,12.46,Delivered,
ORD000217,CUST02191,REST0057,RIDER0324,2025-10-24 14:16:00,Business Bay (Dubai),77.17,SAVE20,15.43,6.67,Delivered,
ORD000218,CUST03697,REST0182,RIDER0778,2025-12-26 16:41:00,JLT (Dubai),66.43,,,7.92,Delivered,
ORD000219,CUST01133,REST0184,RIDER0212,2025-11-14 07:14:00,Yas Island (Abu Dhabi),233.36,,,9.63,Delivered,
ORD000220,CUST00297,REST0068,RIDER0409,2025-10-10 10:43:00,Marina (Dubai),60.44,LOYALTY25,15.11,8.2,Delivered,
ORD000221,CUST01469,REST0197,RIDER0609,2025-11-02 16:04:00,JBR (Dubai),125.06,FREESHIP,12.51,10.34,Delivered,
ORD000222,CUST02347,REST0087,RIDER0089,2025-12-30 22:45:00,Al Majaz (Sharjah),70.67,FREESHIP,7.07,5.95,Delivered,
ORD000223,CUST00834,REST0103,RIDER0207,2025-11-29 03:41:00,Corniche (Abu Dhabi),101.66,WELCOME10,10.17,14.52,Cancelled,Restaurant Unavailable
ORD000224,CUST01743,REST0183,RIDER0670,2025-11-12 21:51:00,Al Majaz (Sharjah),99.11,WEEKEND15,14.87,14.79,Delivered,
ORD000225,CUST01966,REST0197,RIDER0430,2025-12-02 21:32:00,JBR (Dubai),158.41,FLASH30,47.52,5.73,Cancelled,Address Issue
ORD000226,CUST00288,REST0072,RIDER0027,2025-10-20 20:29:00,Deira (Dubai),75.13,WEEKEND15,11.27,5.4,Delivered,
ORD000227,CUST02886,REST0129,RIDER0678,2025-11-05 12:15:00,Al Nahda (Sharjah),107.88,LOYALTY25,26.97,9.87,In Progress,
ORD000228,CUST04434,REST0118,RIDER0336,2025-12-16 14:35:00,Al Qasimia (Sharjah),46.97,,,6.43,In Progress,
ORD000229,CUST00756,REST0140,RIDER0742,2025-10-09 13:36:00,JLT (Dubai),93.97,FREESHIP,9.4,6.39,Delivered,
ORD000230,CUST02955,REST0163,RIDER0396,2025-12-29 22:40:00,JBR (Dubai),72.19,FLASH30,21.66,8.68,Delivered,
ORD000231,CUST03311,REST0116,RIDER0799,2025-11-13 15:48:00,Al Nuaimiya (Ajman),74.58,SAVE20,14.92,14.58,Delivered,
ORD000232,CUST02075,REST0082,RIDER0108,2025-11-15 07:37:00,Al Majaz (Sharjah),85.3,NEW50,42.65,14.37,Delivered,
ORD000233,CUST03477,REST0161,RIDER0608,2025-10-07 11:23:00,Al Nuaimiya (Ajman),48.39,WELCOME10,4.84,14.28,Delivered,
ORD000234,CUST02028,REST0109,RIDER0372,2025-10-14 14:24:00,Downtown (Dubai),55.54,SAVE20,11.11,6.68,Delivered,
ORD000235,CUST02499,REST0153,RIDER0182,2025-10-12 22:26:00,Corniche (Abu Dhabi),90.38,SAVE20,18.08,5.85,Delivered,
ORD000236,CUST00043,REST0016,RIDER0378,2025-12-10 16:04:00,Corniche (Abu Dhabi),115.64,NEW50,57.82,6.1,Delivered,
ORD000237,CUST03438,REST0136,RIDER0626,2025-12-09 18:49:00,JLT (Dubai),66.24,,,10.9,Delivered,
ORD000238,CUST03295,REST0035,RIDER0080,2025-10-08 07:48:00,Downtown (Dubai),47.12,WELCOME10,4.71,8.39,Delivered,
ORD000239,CUST00201,REST0174,RIDER0046,2025-11-25 20:20:00,Corniche (Abu Dhabi),38.76,,,13.75,Delivered,
ORD000240,CUST01818,REST0139,RIDER0453,2025-11-25 16:42:00,Business Bay (Dubai),215.09,,,11.59,Delivered,
ORD000241,CUST04905,REST0189,RIDER0709,2025-10-20 21:34:00,Al Qasimia (Sharjah),118.19,SAVE20,23.64,14.98,Delivered,
ORD000242,CUST02079,REST0044,RIDER0022,2025-10-07 13:05:00,Al Nuaimiya (Ajman),150.15,WELCOME10,15.02,14.08,Delivered,
ORD000243,CUST02486,REST0139,RIDER0001,2025-12-29 18:08:00,Business Bay (Dubai),288.85,FLASH30,86.66,10.71,Cancelled,Long Wait Time
ORD000244,CUST04560,REST0139,RIDER0750,2025-10-10 14:44:00,Business Bay (Dubai),140.79,,,13.31,Delivered,
ORD000245,CUST03558,REST0150,RIDER0632,2025-10-21 09:26:00,JBR (Dubai),129.64,FREESHIP,12.96,6.6,Cancelled,Restaurant Unavailable
ORD000246,CUST02875,REST0085,RIDER0086,2025-10-26 11:00:00,Al Reem (Abu Dhabi),31.12,,,13.6,In Progress,
ORD000247,CUST03971,REST0082,RIDER0666,2025-11-20 06:29:00,Al Majaz (Sharjah),63.62,,,12.16,Delivered,
ORD000248,CUST04320,REST0190,RIDER0438,2025-12-12 13:14:00,Deira (Dubai),70.57,WELCOME10,7.06,8.87,Cancelled,Customer Request
ORD000249,CUST02248,REST0176,RIDER0798,2025-11-20 17:31:00,Yas Island (Abu Dhabi),152.77,,,13.07,Delivered,
ORD000250,CUST02352,REST0102,RIDER0101,2025-11-08 11:19:00,JLT (Dubai),44.1,FREESHIP,4.41,11.57,Delivered,
ORD000251,CUST01897,REST0063,RIDER0657,2025-12-06 14:03:00,Al Nahda (Sharjah),108.15,SAVE20,21.63,5.87,Cancelled,Address Issue
ORD000252,CUST04833,REST0179,RIDER0018,2025-11-27 14:59:00,Yas Island (Abu Dhabi),100.14,,,14.79,In Progress,
ORD000253,CUST03455,REST0173,RIDER0365,2025-10-23 15:54:00,Al Qasimia (Sharjah),55.09,,,7.71,Delivered,
ORD000254,CUST00422,REST0033,RIDER0230,2025-11-26 10:33:00,Khalidiya (Abu Dhabi),32.21,WELCOME10,3.22,10.47,Delivered,
ORD000255,CUST04314,REST0060,RIDER0422,2025-11-06 15:47:00,Al Rashidiya (Ajman),112.98,SAVE20,22.6,13.69,Delivered,
ORD000256,CUST02382,REST0123,RIDER0623,2025-11-21 12:55:00,Al Qasimia (Sharjah),63.45,WELCOME10,6.34,7.89,Delivered,
ORD000257,CUST00359,REST0002,RIDER0705,2025-12-08 11:37:00,Khalidiya (Abu Dhabi),70.67,FLASH30,21.2,7.31,Delivered,
ORD000258,CUST02734,REST0141,RIDER0164,2025-10-02 16:19:00,Al Nahda (Sharjah),76.79,FREESHIP,7.68,10.55,Delivered,
ORD000259,CUST02061,REST0194,RIDER0502,2025-11-18 09:46:00,Deira (Dubai),55.38,FLASH30,16.61,8.52,Cancelled,Long Wait Time
ORD000260,CUST04395,REST0057,RIDER0433,2025-11-03 21:50:00,Business Bay (Dubai),67.64,,,11.92,Delivered,
ORD000261,CUST01026,REST0171,RIDER0344,2025-10-25 21:57:00,JLT (Dubai),94.32,FREESHIP,9.43,8.22,Delivered,
ORD000262,CUST04120,REST0045,RIDER0548,2025-11-19 18:27:00,JLT (Dubai),55.78,FREESHIP,5.58,14.89,Delivered,
ORD000263,CUST02773,REST0031,RIDER0477,2025-12-09 11:38:00,Al Majaz (Sharjah),165.88,,,7.83,Cancelled,Rider Unavailable
ORD000264,CUST00274,REST0138,RIDER0001,2025-11-28 17:24:00,Yas Island (Abu Dhabi),56.02,,5.6,11.37,Delivered,
ORD000265,CUST04859,REST0023,RIDER0045,2025-11-18 17:10:00,Khalidiya (Abu Dhabi),53.63,FREESHIP,5.36,7.71,Delivered,
ORD000266,CUST02530,REST0029,RIDER0647,2025-11-27 12:49:00,JLT (Dubai),110.42,NEW50,55.21,9.61,Cancelled,Address Issue
ORD000267,CUST01433,REST0031,RIDER0743,2025-12-04 11:07:00,Al Majaz (Sharjah),171.0,WELCOME10,17.1,7.91,In Progress,
ORD000268,CUST02319,REST0018,RIDER0232,2025-11-23 09:33:00,Al Qasimia (Sharjah),34.47,FREESHIP,3.45,9.16,Delivered,
ORD000269,CUST04288,REST0011,RIDER0369,2025-11-30 10:26:00,Yas Island (Abu Dhabi),166.34,SAVE20,33.27,11.32,Delivered,
ORD000270,CUST01497,REST0103,RIDER0718,2025-12-30 18:43:00,Corniche (Abu Dhabi),48.39,,,12.06,Delivered,
ORD000271,CUST00980,REST0047,RIDER0495,2025-11-13 20:21:00,Deira (Dubai),58.28,FREESHIP,5.83,7.36,Delivered,
ORD000272,CUST00632,REST0003,RIDER0338,2025-11-11 12:07:00,Khalidiya (Abu Dhabi),125.96,WEEKEND15,18.89,13.99,Delivered,
ORD000273,CUST01465,REST0130,RIDER0612,2025-10-27 08:32:00,Al Nahda (Sharjah),78.72,WELCOME10,7.87,8.22,Delivered,
ORD000274,CUST03885,REST0182,RIDER0763,2025-11-29 01:38:00,JLT (Dubai),41.34,LOYALTY25,10.34,5.62,Delivered,
ORD000275,CUST02327,REST0072,RIDER0776,2025-11-19 13:08:00,Deira (Dubai),32.03,,,14.47,Delivered,
ORD000276,CUST01126,REST0159,RIDER0172,2025-12-04 11:53:00,JBR (Dubai),295.15,WELCOME10,29.52,7.72,Delivered,
ORD000277,CUST00821,REST0136,RIDER0679,2025-10-06 12:21:00,JLT (Dubai),74.5,FREESHIP,7.45,14.97,Delivered,
ORD000278,CUST01640,REST0171,RIDER0579,2025-11-14 11:08:00,JLT (Dubai),162.32,FLASH30,48.7,10.47,Delivered,
ORD000279,CUST04700,REST0176,RIDER0027,2025-10-19 18:30:00,Yas Island (Abu Dhabi),149.31,,,13.49,Delivered,
ORD000280,CUST01684,REST0130,RIDER0027,2025-11-27 17:33:00,Al Nahda (Sharjah),174.48,,,6.08,Delivered,
ORD000281,CUST04945,REST0022,RIDER0659,2025-12-29 21:03:00,JLT (Dubai),66.11,FLASH30,19.83,10.52,Delivered,
ORD000282,CUST02409,REST0124,RIDER0121,2025-11-10 18:45:00,Downtown (Dubai),268.41,SAVE20,53.68,5.19,Delivered,
ORD000283,CUST00904,REST0133,RIDER0134,2025-11-16 09:13:00,Downtown (Dubai),46.51,,,8.8,Delivered,
ORD000284,CUST04463,REST0135,RIDER0123,2025-11-28 19:58:00,Al Reem (Abu Dhabi),78.22,SAVE20,15.64,5.41,Delivered,
ORD000285,CUST02263,REST0020,RIDER0366,2025-12-25 10:07:00,Al Rashidiya (Ajman),79.0,SAVE20,15.8,9.62,Delivered,
ORD000286,CUST03513,REST0077,RIDER0198,2025-10-25 16:52:00,Deira (Dubai),108.44,WEEKEND15,16.27,12.13,Cancelled,Payment Issue
ORD000287,CUST04926,REST0130,RIDER0147,2025-10-29 07:40:00,Al Nahda (Sharjah),127.33,,,13.78,Delivered,
ORD000288,CUST00257,REST0032,RIDER0666,2025-11-16 05:34:00,Al Rashidiya (Ajman),112.88,WELCOME10,11.29,11.65,Delivered,
ORD000289,CUST00482,REST0090,RIDER0186,2025-12-08 14:21:00,Al Nuaimiya (Ajman),34.86,SAVE20,6.97,12.25,Delivered,
ORD000290,CUST03574,REST0003,RIDER0244,2025-12-12 08:53:00,Khalidiya (Abu Dhabi),187.86,NEW50,93.93,7.18,Delivered,
ORD000291,CUST01388,REST0169,RIDER0522,2025-11-24 12:50:00,Al Reem (Abu Dhabi),111.7,WELCOME10,11.17,7.93,Delivered,
ORD000292,CUST00932,REST0042,RIDER0306,2025-11-03 12:05:00,JLT (Dubai),62.34,,,14.38,Delivered,
ORD000293,CUST00208,REST0077,RIDER0208,2025-12-07 19:32:00,Deira (Dubai),69.35,WELCOME10,6.94,6.63,Delivered,
ORD000294,CUST00118,REST0173,RIDER0587,2025-12-24 12:52:00,Al Qasimia (Sharjah),71.11,FREESHIP,7.11,14.91,Cancelled,Customer Request
ORD000295,CUST03854,REST0101,RIDER0582,2025-11-05 15:17:00,JLT (Dubai),65.41,WEEKEND15,9.81,13.41,Cancelled,Address Issue
ORD000296,CUST00667,REST0199,RIDER0684,2025-11-09 19:07:00,JLT (Dubai),37.11,,,13.02,Delivered,
ORD000297,CUST02312,REST0145,RIDER0208,2025-11-17 10:06:00,Al Qasimia (Sharjah),143.9,FREESHIP,14.39,13.08,Delivered,
ORD000298,CUST02986,REST0128,RIDER0239,2025-12-11 19:31:00,Business Bay (Dubai),36.44,WELCOME10,3.64,8.73,Delivered,
ORD000299,CUST02110,REST0047,RIDER0331,2025-10-06 20:06:00,Deira (Dubai),71.8,SAVE20,14.36,12.93,Delivered,
ORD000300,CUST00141,REST0197,RIDER0345,2025-11-07 23:09:00,JBR (Dubai),147.47,WEEKEND15,22.12,8.54,Cancelled,Rider Unavailable
ORD000301,CUST03898,REST0152,RIDER0259,2025-10-02 13:35:00,Al Reem (Abu Dhabi),161.51,FLASH30,48.45,8.66,Delivered,
ORD000302,CUST00054,REST0199,RIDER0186,2025-12-26 12:49:00,JLT (Dubai),50.69,,,12.94,Delivered,
ORD000303,CUST03787,REST0123,RIDER0211,2025-11-26 18:50:00,Al Qasimia (Sharjah),45.41,FLASH30,13.62,8.9,Delivered,
ORD000304,CUST04470,REST0034,RIDER0265,2025-10-08 06:30:00,JLT (Dubai),37.72,,,13.08,Delivered,
ORD000305,CUST02129,REST0178,RIDER0180,2025-12-04 04:30:00,Deira (Dubai),61.69,SAVE20,12.34,5.11,Delivered,
ORD000306,CUST02650,REST0042,RIDER0375,2025-10-09 12:09:00,JLT (Dubai),60.01,,,6.72,In Progress,
ORD000307,CUST02359,REST0033,RIDER0504,2025-12-04 18:19:00,Khalidiya (Abu Dhabi),57.95,SAVE20,11.59,14.33,Delivered,
ORD000308,CUST01913,REST0123,RIDER0152,2025-11-27 08:50:00,Al Qasimia (Sharjah),76.56,FLASH30,22.97,11.29,Delivered,
ORD000309,CUST04446,REST0027,RIDER0211,2025-10-29 17:34:00,Al Rashidiya (Ajman),114.49,,,9.68,Delivered,
ORD000310,CUST04471,REST0059,RIDER0443,2025-10-27 11:28:00,Khalidiya (Abu Dhabi),234.47,WEEKEND15,35.17,10.8,Delivered,
ORD000311,CUST01656,REST0147,RIDER0432,2025-11-04 17:29:00,Khalidiya (Abu Dhabi),167.34,,,9.02,Delivered,
ORD000312,CUST03038,REST0115,RIDER0664,2025-10-23 14:48:00,Khalidiya (Abu Dhabi),280.99,FLASH30,84.3,6.33,Delivered,
ORD000313,CUST04638,REST0131,RIDER0046,2025-10-21 08:30:00,Al Nuaimiya (Ajman),35.49,,,13.91,Delivered,
ORD000314,CUST04810,REST0199,RIDER0106,2025-10-15 11:32:00,JLT (Dubai),72.25,,,12.54,Delivered,
ORD000315,CUST02515,REST0128,RIDER0235,2025-10-24 10:55:00,Business Bay (Dubai),30.26,FLASH30,9.08,11.98,Delivered,
ORD000316,CUST02231,REST0120,RIDER0386,2025-12-07 09:39:00,JBR (Dubai),30.1,SAVE20,6.02,13.44,Cancelled,Restaurant Unavailable
ORD000317,CUST01371,REST0153,RIDER0569,2025-10-20 14:48:00,Corniche (Abu Dhabi),68.27,FREESHIP,6.83,12.46,Delivered,
ORD000318,CUST04792,REST0113,RIDER0371,2025-12-18 22:03:00,Yas Island (Abu Dhabi),174.12,SAVE20,34.82,10.16,Cancelled,Payment Issue
ORD000319,CUST00713,REST0015,RIDER0439,2025-11-09 18:33:00,Yas Island (Abu Dhabi),114.11,LOYALTY25,28.53,6.37,Delivered,
ORD000320,CUST02868,REST0083,RIDER0182,2025-11-07 20:16:00,Marina (Dubai),199.84,WEEKEND15,29.98,6.07,Delivered,
ORD000321,CUST01390,REST0188,RIDER0121,2025-10-02 22:33:00,JBR (Dubai),61.55,WEEKEND15,9.23,5.31,Delivered,
ORD000322,CUST01373,REST0083,RIDER0254,2025-10-20 16:31:00,Marina (Dubai),214.51,FREESHIP,21.45,9.92,Delivered,
ORD000323,CUST01997,REST0023,RIDER0615,2025-10-16 11:32:00,Khalidiya (Abu Dhabi),43.98,,,6.6,Delivered,
ORD000324,CUST04994,REST0011,RIDER0795,2025-12-29 21:36:00,Yas Island (Abu Dhabi),293.55,WEEKEND15,44.03,7.73,Delivered,
ORD000325,CUST00274,REST0187,RIDER0589,2025-10-02 18:30:00,Yas Island (Abu Dhabi),237.39,FREESHIP,23.74,13.78,Delivered,
ORD000326,CUST02863,REST0116,RIDER0195,2025-11-01 22:25:00,Al Nuaimiya (Ajman),96.7,FREESHIP,9.67,11.08,Delivered,
ORD000327,CUST00420,REST0162,RIDER0751,2025-11-22 17:30:00,Al Nahda (Sharjah),243.44,FREESHIP,24.34,14.85,Delivered,
ORD000328,CUST00769,REST0103,RIDER0325,2025-11-13 19:30:00,Corniche (Abu Dhabi),51.3,,,14.5,Cancelled,Payment Issue
ORD000329,CUST02166,REST0007,RIDER0289,2025-11-16 20:27:00,Downtown (Dubai),71.48,FREESHIP,7.15,9.42,Delivered,
ORD000330,CUST02523,REST0106,RIDER0576,2025-12-26 19:37:00,Marina (Dubai),127.7,SAVE20,25.54,11.57,In Progress,
ORD000331,CUST01278,REST0172,RIDER0297,2025-11-20 16:43:00,Business Bay (Dubai),161.35,,,14.48,Delivered,
ORD000332,CUST01559,REST0192,RIDER0232,2025-10-21 14:55:00,Al Nuaimiya (Ajman),55.6,,,12.84,In Progress,
ORD000333,CUST00445,REST0114,RIDER0181,2025-12-02 20:09:00,Marina (Dubai),57.37,,,11.56,Delivered,
ORD000334,CUST01481,REST0023,RIDER0614,2025-11-13 19:07:00,Khalidiya (Abu Dhabi),36.37,,,10.92,Cancelled,Restaurant Unavailable
ORD000335,CUST04832,REST0102,RIDER0058,2025-10-06 12:45:00,JLT (Dubai),78.47,,,10.42,Delivered,
ORD000336,CUST04720,REST0058,RIDER0255,2025-12-19 15:35:00,JBR (Dubai),77.44,,,6.39,Delivered,
ORD000337,CUST01649,REST0020,RIDER0485,2025-12-06 17:18:00,Al Rashidiya (Ajman),69.67,WEEKEND15,10.45,6.06,Delivered,
ORD000338,CUST02821,REST0155,RIDER0755,2025-10-13 03:27:00,JLT (Dubai),104.74,,,7.41,Delivered,
ORD000339,CUST04560,REST0117,RIDER0574,2025-11-27 11:04:00,JLT (Dubai),90.17,FREESHIP,9.02,10.74,Delivered,
ORD000340,CUST00035,REST0188,RIDER0048,2025-11-30 11:23:00,JBR (Dubai),58.31,,,14.31,Delivered,
ORD000341,CUST04038,REST0136,RIDER0666,2025-11-25 20:52:00,JLT (Dubai),79.96,SAVE20,15.99,8.94,Delivered,
ORD000342,CUST04744,REST0101,RIDER0785,2025-12-11 12:57:00,JLT (Dubai),73.66,,,13.59,Delivered,
ORD000343,CUST00465,REST0195,RIDER0572,2025-12-06 16:06:00,JLT (Dubai),86.94,,,5.22,Delivered,
ORD000344,CUST00803,REST0002,RIDER0698,2025-12-12 20:19:00,Khalidiya (Abu Dhabi),68.22,,,12.4,Delivered,
ORD000345,CUST04805,REST0022,RIDER0635,2025-12-13 11:01:00,JLT (Dubai),89.56,,,5.9,Delivered,
ORD000346,CUST02662,REST0070,RIDER0105,2025-10-28 08:56:00,Marina (Dubai),65.72,WEEKEND15,9.86,14.01,Cancelled,Restaurant Unavailable
ORD000347,CUST00074,REST0103,RIDER0485,2025-10-29 22:42:00,Corniche (Abu Dhabi),84.9,,,9.84,Delivered,
ORD000348,CUST01271,REST0104,RIDER0373,2025-11-07 18:09:00,Al Nuaimiya (Ajman),43.45,,4.34,10.08,Delivered,
ORD000349,CUST02214,REST0036,RIDER0325,2025-12-19 09:17:00,Business Bay (Dubai),80.11,,,14.19,Delivered,
ORD000350,CUST03442,REST0108,RIDER0774,2025-10-20 19:33:00,Al Nuaimiya (Ajman),59.28,WELCOME10,5.93,9.39,Delivered,
ORD000351,CUST03643,REST0024,RIDER0752,2025-11-21 19:13:00,Khalidiya (Abu Dhabi),41.88,NEW50,20.94,14.03,Delivered,
ORD000352,CUST04981,REST0140,RIDER0288,2025-10-14 20:55:00,JLT (Dubai),181.76,NEW50,90.88,11.81,Delivered,
ORD000353,CUST01420,REST0022,RIDER0119,2025-11-15 11:09:00,JLT (Dubai),75.86,FREESHIP,7.59,7.83,Delivered,
ORD000354,CUST02666,REST0083,RIDER0246,2025-10-07 14:37:00,Marina (Dubai),263.04,,,5.61,Delivered,
ORD000355,CUST02639,REST0073,RIDER0463,2025-10-02 18:31:00,Marina (Dubai),115.81,SAVE20,23.16,14.05,Delivered,
ORD000356,CUST02000,REST0124,RIDER0130,2025-10-26 12:52:00,Downtown (Dubai),203.1,WEEKEND15,30.46,8.25,In Progress,
ORD000357,CUST00840,REST0081,RIDER0258,2025-10-27 06:02:00,Business Bay (Dubai),53.07,,,5.25,Delivered,
ORD000358,CUST04893,REST0151,RIDER0301,2025-10-14 09:54:00,Al Majaz (Sharjah),58.77,WEEKEND15,8.82,14.07,Delivered,
ORD000359,CUST04263,REST0074,RIDER0252,2025-10-20 17:47:00,Al Reem (Abu Dhabi),73.21,,,10.33,Delivered,
ORD000360,CUST02473,REST0191,RIDER0037,2025-10-11 12:07:00,Al Reem (Abu Dhabi),56.46,WELCOME10,5.65,11.97,In Progress,
ORD000361,CUST02977,REST0030,RIDER0428,2025-11-15 00:08:00,Al Majaz (Sharjah),62.22,SAVE20,12.44,14.53,Delivered,
ORD000362,CUST01124,REST0147,RIDER0786,2025-12-11 19:10:00,Khalidiya (Abu Dhabi),78.27,SAVE20,15.65,6.97,Cancelled,Restaurant Unavailable
ORD000363,CUST02702,REST0026,RIDER0557,2025-10-16 13:15:00,Al Nuaimiya (Ajman),64.33,SAVE20,12.87,11.31,Delivered,
ORD000364,CUST03445,REST0128,RIDER0515,2025-12-27 12:33:00,Business Bay (Dubai),64.13,,,6.73,In Progress,
ORD000365,CUST02541,REST0011,RIDER0498,2025-11-01 18:23:00,Yas Island (Abu Dhabi),291.65,,58.33,7.59,Delivered,
ORD000366,CUST04954,REST0020,RIDER0234,2025-10-09 14:30:00,Al Rashidiya (Ajman),36.55,SAVE20,7.31,10.41,Delivered,
ORD000367,CUST03017,REST0118,RIDER0051,2025-10-31 18:04:00,Al Qasimia (Sharjah),63.59,SAVE20,12.72,7.23,Delivered,
ORD000368,CUST01831,REST0056,RIDER0447,2025-10-02 01:32:00,Khalidiya (Abu Dhabi),70.5,FLASH30,21.15,9.71,Delivered,
ORD000369,CUST03840,REST0173,RIDER0369,2025-10-17 01:29:00,Al Qasimia (Sharjah),45.05,LOYALTY25,11.26,5.16,Delivered,
ORD000370,CUST00848,REST0196,RIDER0263,2025-10-12 16:57:00,Al Majaz (Sharjah),77.45,,,11.5,Delivered,
ORD000371,CUST01890,REST0047,RIDER0278,2025-10-28 23:54:00,Deira (Dubai),110.3,FREESHIP,11.03,12.66,Delivered,
ORD000372,CUST01704,REST0089,RIDER0250,2025-12-26 11:29:00,Khalidiya (Abu Dhabi),88.55,WELCOME10,8.86,7.33,Delivered,
ORD000373,CUST02125,REST0058,RIDER0184,2025-11-10 18:14:00,JBR (Dubai),93.05,FREESHIP,9.3,5.28,Delivered,
ORD000374,CUST03891,REST0010,RIDER0647,2025-12-23 09:38:00,Business Bay (Dubai),142.9,,,5.67,Cancelled,Rider Unavailable
ORD000375,CUST02405,REST0022,RIDER0567,2025-11-14 12:15:00,JLT (Dubai),54.05,,,11.32,Delivered,
ORD000376,CUST03952,REST0071,RIDER0661,2025-12-10 07:25:00,Al Majaz (Sharjah),82.67,,,15.0,Delivered,
ORD000377,CUST02847,REST0024,RIDER0656,2025-11-27 20:11:00,Khalidiya (Abu Dhabi),65.92,WEEKEND15,9.89,11.86,Cancelled,Address Issue
ORD000378,CUST01682,REST0194,RIDER0748,2025-11-18 12:18:00,Deira (Dubai),59.67,NEW50,29.84,5.09,Delivered,
ORD000379,CUST04037,REST0096,RIDER0430,2025-11-10 10:46:00,Corniche (Abu Dhabi),57.39,SAVE20,11.48,14.38,Delivered,
ORD000380,CUST01179,REST0189,RIDER0468,2025-11-09 18:58:00,Al Qasimia (Sharjah),113.73,FREESHIP,11.37,13.58,Delivered,
ORD000381,CUST01113,REST0007,RIDER0453,2025-12-24 10:34:00,Downtown (Dubai),55.64,SAVE20,11.13,10.23,Delivered,
ORD000382,CUST02499,REST0072,RIDER0641,2025-10-04 11:19:00,Deira (Dubai),54.04,WELCOME10,5.4,13.1,Delivered,
ORD000383,CUST01291,REST0127,RIDER0715,2025-11-25 08:20:00,JBR (Dubai),59.26,,,7.94,Delivered,
ORD000384,CUST00051,REST0038,RIDER0735,2025-10-02 22:52:00,Marina (Dubai),64.62,WEEKEND15,9.69,6.22,Delivered,
ORD000385,CUST03211,REST0149,RIDER0496,2025-10-24 11:36:00,Al Rashidiya (Ajman),112.76,,,6.57,Delivered,
ORD000386,CUST02528,REST0136,RIDER0444,2025-12-07 23:14:00,JLT (Dubai),46.73,SAVE20,9.35,7.36,Delivered,
